nome_fantasia,razao_social,cep,lat,long,bairro,endereco
,SANTA CLARA ASSESSORIA EMPRESARIAL LTDA,51020240,-8.1168599,-34.8937253,BOA VIAGEM,"RUA ANTONIO FALCAO, 63"
,ELIS HENRIQUE LINS 02660810451,50620120,-8.0451222,-34.9154426,TORRE,"RUA AREADO, 09"
,BOLDRO PRAIA EMPREENDIMENTOS LTDA,51021060,-8.1269901,-34.9017927,BOA VIAGEM,"AVENIDA FERNANDO SIMOES BARBOSA, 558"
,36.720.280 ALBERICO JOSE FERREIRA DE OLIVEIRA,50670010,-8.0450915,-34.9351256,IPUTINGA,"RUA AMBROSIO MACHADO, 271A"
,36.895.474 ADRIELSON KLEBER MONTEIRO DE CARVALHO,50910440,-8.0811149,-34.9379858,JARDIM SAO PAULO,"RUA PROFESSOR NELSON CASTRO E SILVA, 74"
,FABIO DA SILVA VASCONCELOS 10466184409,52040430,-8.0236407,-34.8758414,CAMPO GRANDE,"RUA JOAO BENTO BATISTA, 99"
,CRISTIANE NASCIMENTO ALVES DE HOLANDA 09843269446,50720430,-8.056154,-34.915864,PRADO,"TRAVESSA MANICORE, 186A"
,27.727.116 GLAUCIA NUNES DA SILVA OLIVEIRA,51170135,-8.0928382,-34.9102923,IMBIRIBEIRA,"RUA ENGENHEIRO JOSE BRANDAO CAVALCANTE, 120"
,BRUNO TAVARES COSTA 71001064437,52071085,-8.0199564,-34.9285449,MACAXEIRA,"RUA MASSARANDUBA, 130"
,46.971.038 AILTON ARAUJO,52031040,-8.0334127,-34.8775904,CAMPO GRANDE,"RUA GONCALVES DIAS, 415"
,MICHELINE RUFINO DOS SANTOS 06972317479,51150200,-8.0950554,-34.9088455,IMBIRIBEIRA,"RUA ARRUDA CAMARA, 22"
,JESSE GOMES DE MELO 09855121481,52130325,-8.0368856,-34.8911454,BEBERIBE,"AVENIDA BEBERIBE, 4217G"
,ADRIANO SANTANA DO REGO 03064691465,51011660,-7.5617238,-34.9952357,PINA,"RUA VALERIO SILVA, 128"
,ZUZEIDE BATISTA E SILVA 30691184453,51270570,-8.1113552,-34.9520336,COHAB,"AVENIDA ENGENHO SERRA VERDE, 660"
,39.579.085 THIAGO SILVA DO MONTE,51011270,-8.0905194,-34.890204,PINA,"RUA SAO LUIS, 350"
,IAGO CARDOSO DA SILVA 11194166474,50980480,-8.0258643,-34.9573674,CAXANGA,"RUA DOUTOR DUSTAN DE CARVALHO SOARES, 90"
,W E COMERCIO DE ALIMENTOS LTDA,50670370,-8.0424414,-34.9425841,IPUTINGA,"RUA MANOEL JOAQUIM DE ALMEIDA, 380"
,JEIBSON SOARES DOS SANTOS 10041757440,51021020,-8.1299914,-34.9012547,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4880"
,49.954.859 ELISEU GONZAGA DE ALMEIDA,51030190,-8.1307854,-34.9130344,BOA VIAGEM,"RUA ARANA, 244"
,49.975.936 ADRIANA FALCAO DE LIMA,51010275,-8.079554,-34.8762956,BRASILIA TEIMOSA,"AVENIDA BRASILIA FORMOSA, 04"
,50.176.745 RAFAELA PAULINO DA SILVA,50760080,-8.0693224,-34.9197009,MUSTARDINHA,"RUA CELIA, 208"
,50.534.342 JESSICA MANUELA SILVA DOS SANTOS,51220140,-8.1092807,-34.9291487,IBURA,"RUA DOUTOR ACHILLES AMORIM MOURA, 15"
,SONIA MARIA DA SILVA 01877405426,50830510,-8.0723225,-34.9132274,AFOGADOS,"RUA JOSELANDIA, 53"
,50.997.144 ALEXANDRE DOS SANTOS SOUZA FILHO,51020021,-7.5617238,-34.9952357,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR - DE 3007/3008 A 3810/3811, 2664"
,J.R. COMERCIO E DISTRIBUICAO DE ALIMENTOS LTDA,50730630,-8.0504763,-34.9435718,ENGENHO DO MEIO,"RUA ENGENHEIRO BARROS LINS, 372"
,51.223.983 DAMAABEINNAIDY FRANCISCA DA SILVA NASCIMENTO,51030050,-8.1343603,-34.9099491,BOA VIAGEM,"RUA RIO AZUL, 10"
,51.574.567 SONIA MARIA GOMES,50980600,-8.0261029,-34.9581669,CAXANGA,"RUA CAIO LINS CAVALCANTI, 120"
,51.843.154 THIAGO PORTO CARREIRO SOARES,51030010,-8.1373408,-34.9031615,BOA VIAGEM,"RUA SETUBAL, 746"
,JOAO VITOR JOSE DA SILVA 12918238406,50711450,-8.0464632,-34.918984,CORDEIRO,"RUA PIERRE CURIE, 196"
,ANGELA MARIA DUARTE CARDOZO 07918953436,50870470,-8.0994833,-34.9316245,CACOTE,"RUA SAO BARNABE, 117"
,52.707.276 MARIA DA CONCEICAO DOS SANTOS DA SILVA,50761010,-8.067786,-34.9283403,SAN MARTIN,"RUA APULCRO DE ASSUNCAO, 1212"
,RESTAURANTE DO BAMBAM LTDA,51130300,-8.1399772,-34.9140677,BOA VIAGEM,"RUA JOAO CARDOSO AIRES, 1005"
,52.926.591 GUSTAVO FERREIRA DA SILVA,51160240,-8.1049776,-34.9065379,IMBIRIBEIRA,"RUA MANOEL DIDIER, 54"
,53.463.326 JOSELITO LEITAO DE ALBUQUERQUE,52120370,-8.0233945,-34.8848484,ARRUDA,"RUA ALFREDO DE FREITAS, 907"
,SPE SUSHI HOUSE LTDA,52051395,-8.0300086,-34.9149144,CASA AMARELA,"RUA DA HARMONIA, 732"
,53.782.002 JACQUELINE DE FRANCA MORAES,51260000,-8.1371147,-34.9407302,JORDAO,"RUA BOANERGES PEREIRA, 12"
,53.848.986 ANA LUCIA FAGUNDES DA SILVA,51160140,-8.1139514,-34.9077949,IMBIRIBEIRA,"RUA GUARABIRA, 432"
,54.013.095 CRISTINA GOMES BEZERRA,52070200,-8.0258558,-34.9176894,CASA AMARELA,"RUA PADRE LEMOS, 94"
,LAP RESTAURANTE E SIMILARES LTDA,51111010,-8.1068537,-34.8896518,BOA VIAGEM,"AVENIDA CONS AGUIAR, 1934"
,ROMARIO KELVINE DA SILVA SOARES 11599606402,50741120,-8.0482531,-34.9589185,VARZEA,"RUA CORONEL PACHECO, 1969"
,54.769.273 ERICA CATARINNA DE SOUZA TAVARES,51020020,-8.1115764,-34.891552,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 2493"
,EDIRLE MAURICIO DO NASCIMENTO 09525152456,50771070,-8.0914968,-34.9202059,JIQUIA,"RUA PRINCIPE DA BEIRA, 100"
,60.206.255 MICHELLE RICARDA DA SILVA,51170300,-8.097556,-34.9137285,IMBIRIBEIRA,"AVENIDA ENGENHEIRO ALVES DE SOUZA, 416"
,GRUPO GENNIUS BRASIL PRODUCAO E COMERCIALIZACAO DE ALIMENTOS S.A,51021020,-8.1247537,-34.8993154,BOA VIAGEM,"AVENIDA CONS AGUIAR, 4270"
,56.343.870 ERICK THIAGO CIPRIANO DA SILVA,51350320,-8.1061878,-34.9244744,IPSEP,"RUA PROFESSOR JOSE VICENTE, 18"
,58.974.822 WILDSON SENA DO NASCIMENTO,52021120,-8.0419016,-34.8875996,ESPINHEIRO,"RUA SACADURA CABRAL, 17"
,56.416.608 CRISTIANO SERGIO FERREIRA DE OLIVEIRA,51011060,-8.0955788,-34.8865111,PINA,"RUA VILA TEIMOSA, 177"
,60.031.257 ERNANDES AMANCIO ARAUJO NETO,52191175,-7.9998683,-34.9221031,BREJO DE BEBERIBE,"RUA DOUTOR ANTONIO DA ROSA BORGES, 52"
,55.338.211 MICHAEL DENNYS DA SILVA BANDEIRA,52081005,-8.0152221,-34.9200643,VASCO DA GAMA,"RUA VASCO DA GAMA, 885"
,55.448.277 LARISSA CRISTINA MARCELINO DA SILVA CAVALCANTI,50980360,-8.0325485,-34.9595425,VARZEA,"RUA GASTAO VIDIGAL, 697"
,MARILUCIA OLIMPIO MONTEIRO 87007762468,52040220,-8.026413,-34.8808009,CAMPO GRANDE,"RUA CIRILINO AFONSO DE MELO, 10"
,56.888.024 ADRIANO JOSE DA SILVA FARIAS JUNIOR,51010100,-8.0847623,-34.8795956,BRASILIA TEIMOSA,"RUA SERRA, 293"
,JULIANA EDJA SILVA DO NASCIMENTO SANTOS 07753463497,51250340,-8.1337976,-34.937613,JORDAO,"AVENIDA GOVERNADOR ROBERTO SILVEIRA, 04"
,MARIA DO SOCORRO BARBOSA ALBUQUERQUE 40205711472,50761780,-7.5617238,-34.9952357,SAN MARTIN,"RUA SAO JOAO, 30A"
,55.792.541 MARIA CAROLINA DA SILVA,51350171,-8.104995,-34.9191873,IPSEP,"TRAVESSA ARACATUBA, 515"
,GILSON ALEXANDRINO PANTALEAO 03832889400,50650000,-8.0567452,-34.9376,TORROES,"AVENIDA PROFESSOR ARTUR COUTINHO, 1340"
,57.408.596 JOHNATTA RODRIGO SOUTO MAIOR LOPES,50860150,-8.0946389,-34.9243103,AREIAS,"RUA VISCONDE DE MAUA, 11"
,57.508.104 VITOR RAMOS DE MENDONCA,51030180,-8.1416238,-34.9073002,BOA VIAGEM,"RUA MAJOR ARMANDO DE SOUZA MELO, 77"
,ADMILSON JOSE ASSIS BELO 64144160459,52071140,-7.5617238,-34.9952357,ALTO DO MANDU,"RUA DA SUCUPIRA, 40"
,57.809.254 LUANA DA CONCEICAO CARNEIRO,52071470,-8.0111473,-34.9347599,APIPUCOS,"AVENIDA NORTE MIGUEL ARRAES DE ALENCAR, 7051"
,37.258.773 JOSE ANDERSON NASCIMENTO DA SILVA,50760100,-8.0699618,-34.9196374,MUSTARDINHA,"RUA FABINHO, 305"
,57.909.332 LEONARDO GABRIEL VALENCIA VILLALOBOS,50670350,-8.0430747,-34.941111,IPUTINGA,"RUA GASPAR PEREZ, 28-A"
,59.892.800 HELLEN CAROLINE NASCIMENTO DE ANDRADE,52040050,-8.0289531,-34.8852172,CAMPO GRANDE,"RUA FRANKLIN TAVORA, 63"
,EDSON JOSE DOS SANTOS 07243954820,50630050,-8.0525876,-34.9209052,CORDEIRO,"RUA HONORIO CORREIA, 44"
,57.998.225 FRANCISCO NATANAEL DE ANDRADE ALVES,52130030,-8.0160795,-34.8924906,FUNDAO,"RUA FERNANDO DA VEIGA PESSOA, 876"
,37.560.167 ALDICEA FERREIRA LIMA,50780300,-8.0922346,-34.9373731,BARRO,"AVENIDA DOUTOR JOSE RUFINO, 1897"
,58.470.713 ERINALDO ANTONIO FERREIRA,50110520,-8.0403404,-34.8730036,SANTO AMARO,"RUA DOS CASADOS, 101"
,57.361.642 TEREZINHA PATRICIA DA SILVA LOPES,51350160,-8.1054824,-34.9180834,IPSEP,"RUA ITAQUICE, 27"
,NOMU BISTRO RESTAURANTE LTDA,52060210,-8.0330571,-34.9105161,PARNAMIRIM,"ESTRADA DO ENCANAMENTO, 216"
,57.570.976 ALEXANDRE DOS SANTOS,50710001,-8.0456284,-34.9070608,TORRE,"RUA JOSE BONIFACIO, 626"
,IVANISE CARLA ASSIS D OLERON BARRETO 00736122435,50040130,-8.0526219,-34.878189,SANTO AMARO,"RUA DOUTOR SILVA FERREIRA, 90"
,LUCIENE ALBUQUERQUE DA SILVA 09389089441,51300143,-8.125517,-34.9486357,COHAB,"RUA EMBAIXADOR MAURICIO NABUCO, 66"
,58.903.004 ARTHUR MATIAS DA SILVA,52081745,-7.5617238,-34.9952357,VASCO DA GAMA,"RUA PITARANA, 340"
,MIRIAN FRANCISCA MIGUEL 39411842453,52080020,-8.0150445,-34.9125166,ALTO JOSE BONIFACIO,"RUA SAO DOMINGOS SAVIO, 109"
,59.156.196 GABRIEL FERNANDES AMORIM,50730180,-8.0578764,-34.9419783,ENGENHO DO MEIO,"RUA ANTONIO CURADO, 427"
,CANGACO PETISCARIA LTDA,51170330,-8.0957499,-34.9167937,IMBIRIBEIRA,"RUA PIANISTA ISNAR MARIANO, 12"
,58.118.604 ISMAEL JOSE GOMES DE LIMA,51320630,-8.1305108,-34.9534542,COHAB,"RUA FLOR DE MARIA, 141 B"
,58.227.102 GABRIELA LORETO SERAPHIM REINSHAGEN,50610170,-8.0548179,-34.9080491,MADALENA,"RUA LOPES DE CARVALHO, 272"
,ROSINETE PAULA BEZERRA 05094177443,52171340,-7.9956195,-34.9392718,DOIS IRMAOS,"AVENIDA DA RECUPERACAO, 1074 B"
,59.427.547 JOSIANE SOARES DA SILVA,51345620,-8.1102109,-34.9592425,BARRO,"RUA MANOEL BANDEIRA, 105"
,SANDRA FERREIRA DIOGENES GURGEL 73120227404,50050000,-8.0620879,-34.8820486,BOA VISTA,"RUA DA AURORA, 175"
,58.448.340 WILLIAM GOMES DA SILVA,50070395,-8.0645178,-34.8922147,ILHA DO LEITE,"RUA MARQUES AMORIM, 515"
,TANIA PEREIRA DA SILVA 67003591472,52211600,-8.0165074,-34.8958246,AGUA FRIA,"RUA SAO SEBASTIAO, 1634"
,59.644.897 SANDRA DA SILVA,51010220,-8.0889011,-34.8809386,BRASILIA TEIMOSA,"RUA BRAZOPOLIS, 136"
,58.268.328 ELIEZER FREITAS DA SILVA,52020185,-8.0406992,-34.8931154,ESPINHEIRO,"RUA CONSELHEIRO PORTELA, 678"
,58.762.926 JAILSON VIEIRA DA SILVA JUNIOR,52160808,-7.9939298,-34.9106591,DOIS UNIDOS,"RUA BOA ESPERANCA, 21"
,RENATA CIBELE DE SOUZA CORREIA 01383296480,52081010,-8.0187752,-34.9254469,NOVA DESCOBERTA,"RUA LUIZ CESARIO DE MELO, 453"
,58.823.624 SEVERINA JOAQUINA DOS SANTOS,50761440,-8.0705272,-34.9320351,SAN MARTIN,"RUA EQUADOR, 62"
,MARIA DAS GRACAS DA SILVA 62562827449,52061510,-8.0336418,-34.9166122,CASA FORTE,"RUA PADRE DONINO, 34"
,58.907.966 MATHEUS PEREIRA DE ASSIS,51300000,-8.1328961,-34.948988,COHAB,"RUA VALE DO CARIRI, 368"
,RESTAURANTE SOUSA LTDA,52050050,-8.0407013,-34.8997497,GRACAS,"AVENIDA SANTOS DUMONT, 34"
,MARIA SILVA DOS SANTOS 58647961404,52081005,-8.0152221,-34.9200643,VASCO DA GAMA,"RUA VASCO DA GAMA, 426"
,59.060.674 SOLANGE DOS SANTOS DAMIAO,52060344,-8.0359881,-34.9142298,CASA FORTE,"RUA LEMOS TORRES, 49"
,28.298.405 FLAVIO JOSE DA SILVA,50680000,-8.0386451,-34.9359869,IPUTINGA,"RUA SAO MATEUS, 1000"
,MARILEIDE FERREIRA DA SILVA & CIA LTDA,52020160,-8.0467127,-34.8932444,ESPINHEIRO,"RUA JOSE LUIZ DA SILVEIRA BARROS, 103"
,THIAGO CARVALHO DUQUE 08000339498,50050230,-8.0550414,-34.8938226,BOA VISTA,"RUA PADRE INGLES, 116"
,JEFFERSON RAMOS PEREIRA DA SILVA 08166368420,52111550,-8.0171619,-34.897331,AGUA FRIA,"RUA LUIZ CERQUEIRA, 13"
,58.725.159 DIEGO LOPES DA SILVA,50920120,-8.0871909,-34.9484793,TEJIPIO,"RUA PAJUSSARA, 110"
,E. N. SANTOS BAR E RESTAURANTE LTDA,51020041,-8.1124255,-34.8948297,BOA VIAGEM,"RUA FRANCISCO DA CUNHA, 881"
,60.530.751 THAMIRES CRISTIAN SILVA DE OLIVEIRA,52130315,-8.0107208,-34.8892365,PORTO DA MADEIRA,"AVENIDA BEBERIBE, 3205"
,IGOR WANDERLEY ROJAS 10434473421,52011240,-8.0498353,-34.901071,GRACAS,"RUA CARDEAL ARCOVERDE, 315A"
,60.733.572 WASGHISTON BARBOSA,50970000,-8.0352042,-34.9807509,VARZEA,"RUA VALE DO SIRIJI, 560"
,TED ATLANTICO LTDA,52051020,-8.0310709,-34.9027011,TAMARINEIRA,"RUA CONEGO BARATA, 275"
,RESTAURANTE VILLA DELIVERY LTDA,51030020,-8.1415001,-34.9057771,BOA VIAGEM,"RUA VISCONDE DE JEQUITINHONHA, 2498"
,38.188.160 MARCELINO JOSE FREDERICO MATIAS,51290501,-8.1235814,-34.9439934,COHAB,"1A TRAVESSA GUARACIABA, 102"
,60.956.550 THALITA SANTOS ROCHA,50761100,-8.0657709,-34.9333266,TORROES,"RUA PROFESSOR AVERTANO ROCHA, 298"
,SEVERINO VITORIANO DE MENDONCA 37248170453,50810380,-8.0377769,-34.9587129,VARZEA,"RUA RUI DUARTE, 184"
,61.075.343 RAMILYT CUNHA LAMARTINE,50820020,-8.0781907,-34.9219134,MANGUEIRA,"RUA BONITO, 297"
,20.822.502 ALEIDE ROLIM DINIZ,50060230,-8.0630292,-34.888571,BOA VISTA,"RUA DA SANTA CRUZ, S/N"
,REC-JGB ADMINISTRACAO DE HOTEIS E RESTAURANTES LTDA,50750090,-8.0733886,-34.905389,AFOGADOS,"RUA PADRE EUCLIDES JARDIM, 248"
,ERILOURDES CRISTINA DE SOUZA 99594358491,51011510,-8.0990404,-34.8886345,PINA,"RUA ANTONIO PEDRO DE FIGUEIREDO, 182"
,DANIELA JOSE DO NASCIMENTO 06332223480,50980725,-8.0242704,-34.9506911,CAXANGA,"RUA DEPUTADO METODIO GODOY (COM NOVA MORADA), 10 B"
,JOSE GILDO RAMOS DOS SANTOS 78348510478,52110170,-7.5617238,-34.9952357,MANGABEIRA,"RUA LINDOIA, 46"
,PRISCILA LUCENI SALES DOS SANTOS 04704659488,51021020,-8.1296788,-34.9011283,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4834"
,CRISTIANE MARIA JOSE DA SILVA 70576525421,51340226,-8.1105766,-34.959465,COHAB,"AVENIDA JORNALISTA COSTA PORTO, 1034"
,EDUARDO LIMA MARINHO 08061043416,51110131,-8.0881764,-34.8861069,PINA,"AVENIDA HERCULANO BANDEIRA, 591"
,60.743.227 GABRIELA SARAIVA DE BARROS,50970000,-8.0352042,-34.9807509,VARZEA,"RUA VALE DO SIRIJI, 560"
,RODOLFO JOSE PEREIRA MOURA 09801173483,52061060,-8.0329954,-34.9221574,CASA FORTE,"RUA JADER DE ANDRADE, 71"
,NIVALDO BERNADINO DO NASCIMENTO FILHO 70654921415,50820010,-8.0738164,-34.9232249,MANGUEIRA,"RUA ALEXANDRE RODRIGUES FERREIRA, 540-B"
,MARIA DO CARMO DA SILVA 66648882468,51021060,-8.1269901,-34.9017927,BOA VIAGEM,"AVENIDA FERNANDO SIMOES BARBOSA, 1270"
,61.053.748 PATRICIA PAES BARRETO,51021100,-8.1266881,-34.9051048,BOA VIAGEM,"RUA TENENTE DOMINGOS DE BRITO, 482"
,BOA VIAGEM CAFE & GRILL RESTAURANTE LTDA,51011050,-8.1013367,-34.8882113,PINA,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 1380"
,IT-SU SUSHI LTDA,52011070,-8.04571,-34.897698,GRACAS,"RUA DO CUPIM, 250"
,GRACIENE SEVERINA DOS SANTOS SILVA 03057516467,50730665,-7.5617238,-34.9952357,ENGENHO DO MEIO,"AVENIDA MUCIO UCHOA CAVALCANTI, 145"
,MICYLLENE ALVES DA SILVA 06664193450,52061340,-8.0387533,-34.9203159,POCO,"RUA OLIVEIRA GOES, 4"
,57.139.697 RAYANNY MARIA MENDONCA VELEZ,50721490,-8.0499272,-34.9348086,CORDEIRO,"RUA CRISTIANOPOLIS, 854"
,ALINE MIRELLA VASCONCELOS DA SILVA 11922534420,50610000,-8.0511105,-34.9083327,MADALENA,"RUA REAL DA TORRE, 162"
,ISIS NATALIA SILVA MONTEIRO 09714874483,50740580,-8.0484686,-34.951948,CIDADE UNIVERSITARIA,"AVENIDA DOS FUNCIONARIOS, 30"
,PAISSANDU PIZZARIA LTDA,52010000,-8.0623474,-34.8992349,PAISSANDU,"RUA PAISSANDU, 667"
,57.132.341 ROSAMARINA ELIODORO NASCIMENTO SILVA,51030090,-8.1350067,-34.9075386,BOA VIAGEM,"RUA ALMIRANTE TAMANDARE, 249"
,42.570.795 FLAVIO LIMA DO NASCIMENTO,51340720,-8.1187182,-34.9554212,COHAB,"AVENIDA SAPUCAIA, 46"
,ESTELA GLEICE DO NASCIMENTO SANTANA LEOBINO 10931148430,51220170,-8.1078198,-34.93066,IBURA,"RUA LOURIVAL BANDEIRA DE MELO, 40"
,42.630.414 LUAN DOS SANTOS SANTANA,51220220,-8.10872,-34.9309543,IBURA,"RUA PROFESSOR POTIGUAR MATOS, 302"
,SERGIO ALVES FEITOSA 65202406487,52120100,-8.0234265,-34.8812337,ARRUDA,"AVENIDA PROFESSOR JOSE DOS ANJOS, 101"
,ANDRE DA SILVA CABRAL 29065225897,51030740,-8.129163,-34.9110808,IMBIRIBEIRA,"RUA MANOEL DE MORAIS, 67"
,57.806.890 ALCIONE MARIA DE LIRA,50980495,-7.5617238,-34.9952357,CAXANGA,"RUA DEPUTADO JOSE FRANCISCO DE MELO CAVALCANTI, 436 C"
,ANDRE LUIZ NOGUEIRA DA SILVA 07344832445,50731490,-8.0395746,-34.9291142,IPUTINGA,"AVENIDA MAURICIO DE NASSAU, 62"
,38.116.888 MICAELY PAMELA PEREIRA GOMES,51250260,-8.13825,-34.9353949,JORDAO,"RUA UBYRACY, 21"
,R. ALVES DA SILVA CORDEIRO RESTAURANTE,52040020,-8.0288838,-34.8799907,CAMPO GRANDE,"RUA DR. MACHADO, 701"
,43.440.397 JOSUE ROCHA DE SA CAVALCANTE,50820230,-8.0771756,-34.9186536,MANGUEIRA,"RUA DOUTOR JOAO ELISIO, 21"
,DIOGO FERREIRA DOS SANTOS 12615888439,50740040,-8.0375473,-34.9469777,VARZEA,"RUA EMILIANO BRAGA, 193"
,CARLOS HENRIQUE ALVES DE SENA JUNIOR 09302974405,50630901,-8.059086,-34.9245802,PRADO,"AVENIDA GENERAL SAN MARTIN 1083, 737"
,57.519.131 CAMILA MARCELA SOARES DA SILVA,51290040,-8.1196374,-34.9472274,COHAB,"AVENIDA CAMPINA GRANDE, 110"
,PUGLIESI RESTAURANTE LTDA,51011010,-8.0951039,-34.8841055,PINA,"RUA CAPITAO REBELINHO, 478"
,PORTO ALFANDEGA INDUSTRIA DE ALIMENTOS LTDA,50070425,-8.064053,-34.8968601,ILHA DO LEITE,"AVENIDA GOVERNADOR AGAMENON MAGALHAES, 4775"
,EDUARDO CESAR DE OLIVEIRA LEAL 07213584464,50920280,-8.086708,-34.9519028,JARDIM SAO PAULO,"RUA CLAUDINO JOSE DE LIMA, 188"
,THAYRINNE DOS SANTOS VANDERLEY 09118794475,51230490,-8.1141846,-34.9367467,IBURA,"RUA JETEJAQUISON, 270"
,JEFESSON ELEUTERIO DA SILVA 11797466437,50740210,-8.0418998,-34.9519581,VARZEA,"RUA PATROCINIO, 502 Y"
,14.385.581 ELAINE CIRILO DA SILVA,52081170,-8.0153129,-34.922026,VASCO DA GAMA,"RUA SENADOR MILTON DE CAMPOS, 56"
,ERICK WILLIAM VIEIRA DA SILVA 70448456494,51260060,-8.1362763,-34.941337,JORDAO,"RUA IRAKITAN, 04"
,LAURO DE OLIVEIRA GUERRA FILHO 89540107415,51021350,-8.1246957,-34.904178,BOA VIAGEM,"RUA CARLOS PEREIRA FALCAO, 198"
,RENATO BRAZ MORAES DA SILVA 07533649486,52091220,-8.0056246,-34.9319771,MACAXEIRA,"RUA CORREGO DA AREIA, 954"
,55.745.712 MATHEUS DE MEDEIROS DUQUE,51030060,-8.1432589,-34.9107872,BOA VIAGEM,"RUA JOSE HIPOLITO CARDOSO, 570"
,LUCAS RODRIGUES DE CARVALHO 15493213400,51021020,-8.1238952,-34.8990404,BOA VIAGEM,"AVENIDA CONSELHEIRO AGUIAR, 4200"
,ELISANGELA JESICA GOMES DA SILVA 08065153410,52080520,-7.5617238,-34.9952357,ALTO SANTA TEREZINHA,"RUA VENCEDORA, 32"
,LEITAO CHURRASCARIA LTDA,52030170,-8.0396261,-34.8871169,ENCRUZILHADA,"RUA MARECHAL DEODORO, 50"
,55.288.552 IARA NASCIMENTO DE OLIVEIRA SILVA,52050500,-8.0291454,-34.8950661,ROSARINHO,"AVENIDA SANTOS DUMONT, 859"
,PRISCILLA DA SILVA LOPES DOS SANTOS 09578163401,52111500,-8.0196627,-34.9014072,AGUA FRIA,"RUA AVELAR, SN"
,JM SELF SERVICE RESTAURANTE LTDA,50040080,-8.0539647,-34.878599,SANTO AMARO,"RUA CAPITAO LIMA, 195"
,45.166.619 KASSIO ITALLO DE LIMA MOUZINHO,50740050,-8.0400581,-34.9461331,VARZEA,"RUA GENERAL POLIDORO, 345"
,ANA PAULA BARBOSA DA SILVA 10560449429,52110040,-8.0280059,-34.8994465,TAMARINEIRA,"RUA JOSE DE VASCONCELOS, 33"
,IL TAVOLO RISTORANTI LTDA,51021040,-8.126335,-34.9007639,BOA VIAGEM,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 3937"
,ROMUALDO CRUZ DE SOUZA 07678532458,50730665,-7.5617238,-34.9952357,ENGENHO DO MEIO,"AVENIDA MUCIO UCHOA CAVALCANTI, 489"
,55.096.928 RAFAEL FILIPI DA SILVA,50680130,-8.0329481,-34.9314879,IPUTINGA,"RUA LEAL DE BARROS, 364"
,GLEIDSON DA SILVA SIQUEIRA 09024533430,52080491,-7.5617238,-34.9952357,ALTO JOSE BONIFACIO,"TRAVESSA ARLINDO CISNEIROS, 101"
,LUIZ GUILHERME BARROS FLORENTINO 71197942483,51170040,-8.0853261,-34.9085885,IMBIRIBEIRA,"RUA CARLOS RIOS, 142"
,37.581.158 ELENICE MARIA BEZERRA DA SILVA VIEIRA,51020170,-8.1080729,-34.8971766,BOA VIAGEM,"RUA PROFESSOR EDUARDO WANDERLEY FILHO, 402"
,46.323.521 CECILIA ARAUJO MENDES DA SILVA,52291063,-7.5617238,-34.9952357,BREJO DA GUABIRABA,"RUA GIMIRIM, 480"
,RENATA ESTACIO SILVA PEREIRA 06313664400,52120300,-8.021423,-34.8864953,AGUA FRIA,"RUA DA REGENERACAO, 219"
,RODRIGO GOMES DA SILVA 05854053446,50761350,-8.0700655,-34.9312572,SAN MARTIN,"RUA VINTE E UM DE ABRIL, 01"
,GDQ COMERCIO DE ALIMENTOS LTDA,50610080,-8.0509335,-34.9072177,MADALENA,"RUA DESEMBARGADOR LUIZ SALAZAR, 106"
,GLAUCILENE ALVES DE LIMA 04677413444,52280255,-8.0195942,-34.9152855,MORRO DA CONCEICAO,"PRACA DA CONCEICAO, 250"
,EDMILSON MARIANO CORREIA 85586242400,50980060,-8.026687,-34.9629915,VARZEA,"RUA FRANCISCO LEOPOLDINO, 610"
,54.890.019 EDIVAN GOMES ALVES MACIEL,52280565,-8.0200641,-34.9180407,VASCO DA GAMA,"RUA DOIS DE FEVEREIRO, 690"
,JEMIMA PAZ DO NASCIMENTO BARBOSA 09832557410,50751590,-8.063163,-34.9233111,SAN MARTIN,"RUA GALIA, 230 D"
,RENILSON ANDRADE FERREIRA 05856560450,50610340,-8.0518238,-34.9100446,MADALENA,"RUA JOSE HIGINO, 201"
,54.855.303 FABIANA MARIA DA SILVA,51011050,-8.0939053,-34.8855311,PINA,"AVENIDA ENGENHEIRO DOMINGOS FERREIRA, 3482 A"
,MARIA JOSE DA SILVA 05545169423,51260550,-8.129342,-34.9405141,JORDAO,"RUA ROSARIO DO OESTE, 329"
,RIHAN CULINARIA ARABE LTDA,52061060,-8.0322032,-34.9219331,CASA FORTE,"RUA JADER DE ANDRADE, 163"
,C M CHANG,50050010,-8.0610018,-34.8820085,BOA VISTA,"RUA DA UNIAO, 81"
,36.337.587 TATIANA ALMEIDA DE OLIVEIRA,50070000,-8.060531,-34.8886405,BOA VISTA,"AVENIDA MANOEL BORBA, 339"
,CAFE DO MERCADO RESTAURANTE E LANCHONETE LTDA,50020290,-8.0697582,-34.8794601,SAO JOSE,"RUA DAS CALCADAS, 252"
,27.731.997 ADEILTON DOS SANTOS FERREIRA,50080500,-8.0724914,-34.897907,ILHA JOANA BEZERRA,"RUA IBIPORA, 120"
